claim_id,register_scope,category,page_id,slug,page_type,intended_status,exact_claim,matched_text,placement,widget_type,evidence_citation,evidence_status,required_disposition,blocks_staging,blocks_publication,final_disposition,final_text,disposition_authority,final_blocks_staging,final_blocks_publication
LEG-0071,legacy_232,real_photo_pending_local_project,1126,concreters-harrington-park,suburb,publish,[[REAL_PHOTO_PENDING: verified Structure Co project in Harrington Park]],[[REAL_PHOTO_PENDING: verified Structure Co project in Harrington Park]],_elementor_data:$[10].elements[2].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0072,legacy_232,fixed_price_on_site_quote,1126,concreters-harrington-park,suburb,publish,Fixed-Price On-Site Quotes in Oran Park in Harrington Park,Fixed-Price On-Site Quotes,_elementor_data:$[11].elements[1].elements[0].settings.title_text,icon-box,NONE — data/verified-facts.yml pricing and owner attestation 21 August 2026,UNSUPPORTED,remove the promise; say only that job-specific quotations and terms must be confirmed,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0073,legacy_232,licence_insurance_accreditation,1126,concreters-harrington-park,suburb,publish,Licensed & Insured in Harrington Park,Licensed & Insured,_elementor_data:$[11].elements[1].elements[2].settings.title_text,icon-box,NONE — data/verified-facts.yml licensing; no contractor credential is authorised,UNSUPPORTED,remove or restate only as a requirement to verify the independent provider,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0074,legacy_232,service_area_claim,1126,concreters-harrington-park,suburb,publish,AREAS WE COVER AROUND HARRINGTON PARK,AREAS WE COVER,_elementor_data:$[12].elements[1].elements[0].settings.title,heading,NONE — data/verified-facts.yml service_areas verified:false and empty,UNSUPPORTED,replace with non-service suburb information or remove,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0075,legacy_232,false_verified_project_record,1126,concreters-harrington-park,suburb,publish,"For Harrington Park, the verified project record says: Under the Harrington Grove schedule of the Camden DCP, a driveway must be built across its full width in stencilled or stamped concrete, clay pavers or exposed aggregate — no portion may be uncoloured concrete. Width is 3m to 5.5m, average grade 1:6, and it must sit at least 500mm clear of kerb drainage structures and side fencing. Anyone quoting you a plain broom finish here has not read the controls.",verified project record says,_elementor_data:$[14].elements[2].elements[0].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0076,legacy_232,false_verified_project_record,1126,concreters-harrington-park,suburb,publish,"For Harrington Park, the verified project record says: Established suburb on shale-derived clay. The 1990s–2000s driveways are now at 20–30 years and showing edge failure, settlement at the crossover, and cracking where the original slab was under-reinforced by today's standards.",verified project record says,_elementor_data:$[14].elements[2].elements[1].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0077,legacy_232,false_verified_project_record,1126,concreters-harrington-park,suburb,publish,"For Harrington Park, the verified project record says: Camden Council Standard Driveway Crossing Application for a new or altered crossover. Like-for-like replacement inside the property boundary generally does not, but confirm before starting.",verified project record says,_elementor_data:$[14].elements[2].elements[2].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0078,legacy_232,fixed_price_on_site_quote,1126,concreters-harrington-park,suburb,publish,"Concreting in Harrington Park 2567 for driveways, slabs, paths and crossovers, using the verified Camden Council approval path. Request an on-site quote.",on-site quote,postmeta:rank_math_description,meta,NONE — data/verified-facts.yml pricing and owner attestation 21 August 2026,UNSUPPORTED,remove the promise; say only that job-specific quotations and terms must be confirmed,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Concreting information only. Council requirements must be checked for the specific property and proposed work.,"owner attestation and remediation authority, 21 August 2026; unsupported verified-council meta claim removed",False,False
LEG-0079,legacy_232,review_rating_testimonial,12,homepage,home,publish,Concrete testimonial 6 camden in the context of Concreters Camden,testimonial,_elementor_data:$[3].elements[1].settings.image.alt,image-box,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0080,legacy_232,review_rating_testimonial,12,homepage,home,publish,Concrete testimonial 3 camden in the context of Concreters Camden,testimonial,_elementor_data:$[4].elements[1].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0081,legacy_232,service_area_claim,12,homepage,home,publish,Concrete service areas,service areas,_elementor_data:$[6].elements[1].elements[0].elements[0].settings.title.value.content.value,e-heading,NONE — data/verified-facts.yml service_areas verified:false and empty,UNSUPPORTED,replace with non-service suburb information or remove,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,Suburb information,"owner attestation and remediation authority, 21 August 2026; unverified service-area heading neutralised",False,False
LEG-0082,legacy_232,service_area_claim,12,homepage,home,publish,"Tier 1 service areas are Oran Park , Leppington , Gregory Hills , Gledswood Hills , Austral and Harrington Park .",service areas,_elementor_data:$[6].elements[1].elements[2].elements[1].settings.editor,text-editor,NONE — data/verified-facts.yml service_areas verified:false and empty,UNSUPPORTED,replace with non-service suburb information or remove,True,True,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,&lt;p&gt;These suburb pages provide location-specific information only. Availability of a suitable independent provider must be confirmed for each enquiry.&lt;/p&gt;,"owner attestation and remediation authority, 21 August 2026; homepage service-area claim neutralised",False,False
LEG-0083,legacy_232,review_rating_testimonial,12,homepage,home,publish,[[PLACEHOLDER: verified Structure Co review text and permission to publish]],verified Structure Co review text,_elementor_data:$[7].elements[1].elements[0].elements[0].settings.testimonial_content,testimonial,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0084,legacy_232,review_rating_testimonial,12,homepage,home,publish,[[PLACEHOLDER: verified reviewer name]],verified reviewer name,_elementor_data:$[7].elements[1].elements[0].elements[0].settings.testimonial_name,testimonial,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0085,legacy_232,review_rating_testimonial,12,homepage,home,publish,[[PLACEHOLDER: verified Structure Co review text and permission to publish]],verified Structure Co review text,_elementor_data:$[7].elements[1].elements[1].elements[0].settings.testimonial_content,testimonial,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0086,legacy_232,review_rating_testimonial,12,homepage,home,publish,[[PLACEHOLDER: verified reviewer name]],verified reviewer name,_elementor_data:$[7].elements[1].elements[1].elements[0].settings.testimonial_name,testimonial,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0087,legacy_232,review_rating_testimonial,12,homepage,home,publish,[[PLACEHOLDER: verified Structure Co review text and permission to publish]],verified Structure Co review text,_elementor_data:$[7].elements[1].elements[2].elements[0].settings.testimonial_content,testimonial,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0088,legacy_232,review_rating_testimonial,12,homepage,home,publish,[[PLACEHOLDER: verified reviewer name]],verified reviewer name,_elementor_data:$[7].elements[1].elements[2].elements[0].settings.testimonial_name,testimonial,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0089,legacy_232,review_rating_testimonial_widget,12,homepage,home,publish,testimonial_content=[[PLACEHOLDER: verified Structure Co review text and permission to publish]] | testimonial_name=[[PLACEHOLDER: verified reviewer name]],testimonial,_elementor_data:$[7].elements[1].elements[0].elements[0],testimonial,NONE — reviews unverified; permission_to_publish:false,UNSUPPORTED,remove claim-bearing widget,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0090,legacy_232,review_rating_testimonial_widget,12,homepage,home,publish,testimonial_content=[[PLACEHOLDER: verified Structure Co review text and permission to publish]] | testimonial_name=[[PLACEHOLDER: verified reviewer name]],testimonial,_elementor_data:$[7].elements[1].elements[1].elements[0],testimonial,NONE — reviews unverified; permission_to_publish:false,UNSUPPORTED,remove claim-bearing widget,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0091,legacy_232,review_rating_testimonial_widget,12,homepage,home,publish,testimonial_content=[[PLACEHOLDER: verified Structure Co review text and permission to publish]] | testimonial_name=[[PLACEHOLDER: verified reviewer name]],testimonial,_elementor_data:$[7].elements[1].elements[2].elements[0],testimonial,NONE — reviews unverified; permission_to_publish:false,UNSUPPORTED,remove claim-bearing widget,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0092,legacy_232,review_rating_testimonial,1364,about,utility,publish,"No licence, completed-project count or review claim is published until the operator supplies evidence. [[PLACEHOLDER: verified licence, insurance and operator profile]]",review,_elementor_data:$[2].elements[1].settings.editor,text-editor,data/verified-facts.yml reviews verified:false; permission_to_publish:false,SUPPORTED,retain; evidence condition satisfied,False,False,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; about direct-contractor/credential placeholder replaced with role disclosure",False,False
LEG-0093,legacy_232,review_rating_testimonial,1364,about,utility,publish,"No licence, completed-project count or review claim is published until the operator supplies evidence. [[PLACEHOLDER: verified licence, insurance and operator profile]]",review,_elementor_data:$[5].elements[0].elements[1].elements[0].settings.editor,text-editor,data/verified-facts.yml reviews verified:false; permission_to_publish:false,SUPPORTED,retain; evidence condition satisfied,False,False,NEUTRALISED_WITH_ATTESTED_OR_NONCLAIM_WORDING,"&lt;p&gt;Structure Co Concreters Camden manages concreting enquiries and coordinates suitable independent providers. Job-specific quotations, contractual terms, licensing, insurance and warranty information must be confirmed before work begins.&lt;/p&gt;","owner attestation and remediation authority, 21 August 2026; about direct-contractor/credential placeholder replaced with role disclosure",False,False
LEG-0094,legacy_232,real_photo_pending_local_project,1365,gallery,utility,publish,"[[REAL_PHOTO_PENDING: project image, suburb, service, completion date and permission to publish]]","[[REAL_PHOTO_PENDING: project image, suburb, service, completion date and permission to publish]]",_elementor_data:$[2].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0095,legacy_232,real_photo_pending_local_project,1365,gallery,utility,publish,"[[REAL_PHOTO_PENDING: project image, suburb, service, completion date and permission to publish]]","[[REAL_PHOTO_PENDING: project image, suburb, service, completion date and permission to publish]]",_elementor_data:$[5].elements[0].elements[1].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0096,legacy_232,review_rating_testimonial,1367,shed-and-garage-slabs-south-west-sydney,service,publish,Concrete testimonial 6 camden in the context of Shed and Garage Slabs South West Sydney,testimonial,_elementor_data:$[1].elements[1].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0097,legacy_232,review_rating_testimonial,1367,shed-and-garage-slabs-south-west-sydney,service,publish,Concrete testimonial 3 camden in the context of Shed and Garage Slabs South West Sydney,testimonial,_elementor_data:$[3].elements[1].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0098,legacy_232,review_rating_testimonial,1367,shed-and-garage-slabs-south-west-sydney,service,publish,Concrete testimonial 1 camden in the context of Shed and Garage Slabs South West Sydney,testimonial,_elementor_data:$[4].elements[1].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0099,legacy_232,review_rating_testimonial,1367,shed-and-garage-slabs-south-west-sydney,service,publish,Concrete testimonial 2 camden in the context of Shed and Garage Slabs South West Sydney,testimonial,_elementor_data:$[6].elements[1].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0100,legacy_232,review_rating_testimonial,1367,shed-and-garage-slabs-south-west-sydney,service,publish,Concrete testimonial 1 1 camden in the context of Shed and Garage Slabs South West Sydney,testimonial,_elementor_data:$[8].elements[1].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0101,legacy_232,review_rating_testimonial,195,concrete-patios-south-west-sydney,service,publish,Concrete testimonial 6 camden in the context of Concrete Patios and Alfresco Slabs South West Sydney,testimonial,_elementor_data:$[2].elements[1].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0102,legacy_232,review_rating_testimonial,195,concrete-patios-south-west-sydney,service,publish,Concrete testimonial 3 camden in the context of Concrete Patios and Alfresco Slabs South West Sydney,testimonial,_elementor_data:$[3].elements[1].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0103,legacy_232,review_rating_testimonial,195,concrete-patios-south-west-sydney,service,publish,Concrete testimonial 1 camden in the context of Concrete Patios and Alfresco Slabs South West Sydney,testimonial,_elementor_data:$[4].elements[1].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0104,legacy_232,review_rating_testimonial,1420,concreters-appin,suburb,draft,Concrete testimonial 1 camden in the context of Concreters Appin,testimonial,_elementor_data:$[2].elements[0].settings.image.alt,image-box,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0105,legacy_232,review_rating_testimonial,1420,concreters-appin,suburb,draft,Concrete testimonial 2 camden in the context of Concreters Appin,testimonial,_elementor_data:$[2].elements[2].settings.image.alt,image-box,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0106,legacy_232,review_rating_testimonial,1420,concreters-appin,suburb,draft,Concrete testimonial 1 1 camden in the context of Concreters Appin,testimonial,_elementor_data:$[3].elements[0].settings.image.alt,image-box,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0107,legacy_232,review_rating_testimonial,1420,concreters-appin,suburb,draft,Concrete testimonial 1 1 camden in the context of Concreters Appin,testimonial,_elementor_data:$[3].elements[2].settings.image.alt,image-box,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0108,legacy_232,researched_job_record,1388,concreters-bringelly,suburb,draft,"The typical Bringelly workload includes Industrial and warehouse floor slabs, Truck hardstands and yard slabs, Rural access driveways and Shed and workshop floors. Preparation is matched to the verified Bringelly ground profile, the finished levels and the intended load rather than copied from a neighbouring suburb. Where the brief is business-facing, commercial concreting in Bringelly is scoped around the documented use and project requirements rather than domestic assumptions. The Bringelly evidence register identifies Western Sydney Aerotropolis SEPP and Liverpool LEP 2008 and records the local housing period as Rural acreage in transition to employment lands. Access evidence for Bringelly is anchored to The Northern Road, Bringelly Road and Greendale Road; the Bringelly locality references are Western Sydney International (Nancy-Bird Walton) Airport, Bradfield City Centre, Sydney Metro Western Sydney Airport line and M12 Motorway. The researched Bringelly job record contains Industrial and warehouse floor slabs, Truck hardstands and yard slabs, Rural access driveways and Shed and workshop floors. These Bringelly examples describe the supplied job mix rather than a claim about an unverified project. The unresolved Bringelly checks are framed by these supplied questions: What slab spec does a warehouse floor need near the Aerotropolis?, Do I need a salinity assessment before pouring an industrial slab? and Can you handle staged pours on a large yard?. Each Bringelly answer must retain its cited council, planning, engineering or operator source. The Bringelly development references supplied for research are Western Sydney Aerotropolis precincts and Bradfield City Centre. The Bringelly page treats those names as source leads, not as proof of a Structure Co project. The supplied Bringelly job weighting is new build 15%, replacement 5%, decorative 2% and commercial 78%. The Bringelly service emphasis follows that recorded mix. The Bringelly research brief assigns postcode 2556, authority VERIFY — Liverpool City Council / Camden Council boundary and primary query concreters bringelly. Those Bringelly identifiers must agree across the import record. The supplied Bringelly query set is concreter bringelly, industrial slab bringelly, rural driveway bringelly, hardstand aerotropolis and warehouse floor western sydney airport. The Bringelly body uses that set only where the researched ground, approval or job evidence supports the wording. Bringelly separates its concrete slabs evidence from the general Bringelly brief; Concrete Slabs in Bringelly carries that service decision.",The researched Bringelly job record contains,_elementor_data:$[6].elements[1].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job record exists,UNSUPPORTED,remove the invented job-record construction,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026; invented researched-job-record construction removed",False,False
LEG-0109,legacy_232,real_photo_pending_local_project,1388,concreters-bringelly,suburb,draft,[[REAL_PHOTO_PENDING: verified Structure Co project in Bringelly]],[[REAL_PHOTO_PENDING: verified Structure Co project in Bringelly]],_elementor_data:$[10].elements[0].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0110,legacy_232,real_photo_pending_local_project,1388,concreters-bringelly,suburb,draft,[[REAL_PHOTO_PENDING: verified Structure Co project in Bringelly]],[[REAL_PHOTO_PENDING: verified Structure Co project in Bringelly]],_elementor_data:$[10].elements[1].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0111,legacy_232,real_photo_pending_local_project,1388,concreters-bringelly,suburb,draft,[[REAL_PHOTO_PENDING: verified Structure Co project in Bringelly]],[[REAL_PHOTO_PENDING: verified Structure Co project in Bringelly]],_elementor_data:$[10].elements[2].elements[1].settings.editor,text-editor,NONE — DECISION-06 D32 and Report 50,UNSUPPORTED,remove the evidential local-work module,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0112,legacy_232,fixed_price_on_site_quote,1388,concreters-bringelly,suburb,draft,Fixed-Price On-Site Quotes in Oran Park in Bringelly,Fixed-Price On-Site Quotes,_elementor_data:$[11].elements[1].elements[0].settings.title_text,icon-box,NONE — data/verified-facts.yml pricing and owner attestation 21 August 2026,UNSUPPORTED,remove the promise; say only that job-specific quotations and terms must be confirmed,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0113,legacy_232,licence_insurance_accreditation,1388,concreters-bringelly,suburb,draft,Licensed & Insured in Bringelly,Licensed & Insured,_elementor_data:$[11].elements[1].elements[2].settings.title_text,icon-box,NONE — data/verified-facts.yml licensing; no contractor credential is authorised,UNSUPPORTED,remove or restate only as a requirement to verify the independent provider,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0114,legacy_232,service_area_claim,1388,concreters-bringelly,suburb,draft,AREAS WE COVER AROUND BRINGELLY,AREAS WE COVER,_elementor_data:$[12].elements[1].elements[0].settings.title,heading,NONE — data/verified-facts.yml service_areas verified:false and empty,UNSUPPORTED,replace with non-service suburb information or remove,True,True,REMOVED_WITHOUT_REPLACEMENT,,"owner attestation and remediation authority, 21 August 2026",False,False
LEG-0115,legacy_232,false_verified_project_record,1388,concreters-bringelly,suburb,draft,"For Bringelly, the verified project record says: Bringelly is the closest residential locality to the Aerotropolis build-out. Western Sydney International opens to freight from July 2026 and passengers in October 2026, and private project value around the Aerotropolis has risen from $9.8bn to $21.6bn in fourteen months. That reshapes the work here from domestic driveways to industrial floors, hardstands and yard slabs — and toward B2B clients who tender rather than take a homeowner quote.",verified project record says,_elementor_data:$[14].elements[2].elements[0].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REPLACED_WITH_OFFICIAL_LIVERPOOL_EVIDENCE,,https://www.liverpool.nsw.gov.au/__data/assets/pdf_file/0003/286329/VEHICULAR-CROSSING-APPLICATION-FORM-March-2026v1.pdf; accessed 2026-08-21,False,False
LEG-0116,legacy_232,false_verified_project_record,1388,concreters-bringelly,suburb,draft,"For Bringelly, the verified project record says: Rural profiles with documented sulfate concentrations near creek lines in western Sydney. Salinity and aggressivity assessment under AS 2159 is a real input on industrial slabs here, not a formality.",verified project record says,_elementor_data:$[14].elements[2].elements[1].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REPLACED_WITH_OFFICIAL_LIVERPOOL_EVIDENCE,,https://www.liverpool.nsw.gov.au/__data/assets/pdf_file/0003/286329/VEHICULAR-CROSSING-APPLICATION-FORM-March-2026v1.pdf; accessed 2026-08-21,False,False
LEG-0117,legacy_232,false_verified_project_record,1388,concreters-bringelly,suburb,draft,"For Bringelly, the verified project record says: VERIFY the governing LGA per lot on the NSW Planning Portal before quoting. Industrial slabs typically sit under DA conditions rather than a standalone driveway application.",verified project record says,_elementor_data:$[14].elements[2].elements[2].elements[0].settings.editor,text-editor,NONE — DECISION-06 D32: no Camden job completed or scheduled,UNSUPPORTED,remove false project-record framing; retain only separately sourced public facts,True,True,REPLACED_WITH_OFFICIAL_LIVERPOOL_EVIDENCE,,https://www.liverpool.nsw.gov.au/__data/assets/pdf_file/0003/286329/VEHICULAR-CROSSING-APPLICATION-FORM-March-2026v1.pdf; accessed 2026-08-21,False,False
LEG-0118,legacy_232,review_rating_testimonial,1371,concreters-catherine-field,suburb,draft,Concrete testimonial 6 camden in the context of Concreters Catherine Field,testimonial,_elementor_data:$[3].elements[1].settings.image.alt,image-box,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0119,legacy_232,review_rating_testimonial,1371,concreters-catherine-field,suburb,draft,Concrete testimonial 3 camden in the context of Concreters Catherine Field,testimonial,_elementor_data:$[5].elements[1].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
LEG-0120,legacy_232,review_rating_testimonial,1371,concreters-catherine-field,suburb,draft,Concrete testimonial 1 camden in the context of Concreters Catherine Field,testimonial,_elementor_data:$[6].elements[0].elements[0].settings.image.alt,image,NONE — data/verified-facts.yml reviews verified:false; permission_to_publish:false,UNSUPPORTED,remove review/testimonial claim,True,True,REMOVED_BY_REPORT_50_MEDIA_AND_D32,,DECISION-06 D32; owner-approved Report 49/Report 50 media plan,False,False
