requirement_id,wave,page_slug,page_type,elementor_widget_id,section,slot_classification,required_or_optional,asset_source,subject,orientation,aspect_ratio,min_dimensions,preferred_format,safe_filename,alt_text_rule,geographic_claim_allowed,evidence_required,reuse_allowed,current_attachment_id,current_filename,required_action,owner_input,blocks_launch,notes
IMG-0142,Wave 1,shed-and-garage-slabs-south-west-sydney,service,899b5bf,3a44da3 — Cost inputs for shed and garage slabs,EXISTING-APPROVED,optional,existing re-encoded media,Freshly poured concrete beside a swimming pool; visible purpose: Cost inputs for shed and garage slabs,landscape,1333:750,1333x750,WebP,fresh-concrete-pool-surround-52.webp,Freshly poured concrete beside a swimming pool,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,52,fresh-concrete-pool-surround-52.webp,retain current generic placement,none,no,page_id=1367; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0143,Wave 1,shed-and-garage-slabs-south-west-sydney,service,18063b5,7feb0ca — Questions about shed and garage slabs,EXISTING-APPROVED,optional,existing re-encoded media,Patiosandpathways; visible purpose: Questions about shed and garage slabs,portrait,3:4,750x1000,WebP,patiosandpathways-53.webp,Patiosandpathways,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,53,patiosandpathways-53.webp,retain current generic placement,none,no,page_id=1367; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0144,Wave 1,shed-and-garage-slabs-south-west-sydney,service,aab2150,43f7482 — What shed and garage slabs covers in South West Sydney,EXISTING-APPROVED,optional,existing re-encoded media,Coloured detailed concrete; visible purpose: What shed and garage slabs covers in South West Sydney,landscape,649:454,649x454,JPEG,coloured-detailed-concrete-54.jpg,Coloured detailed concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,54,coloured-detailed-concrete-54.jpg,retain current generic placement,none,no,page_id=1367; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0145,Wave 1,shed-and-garage-slabs-south-west-sydney,service,8aac8e0,47eb6dc — Site assessment for shed and garage slabs,EXISTING-APPROVED,optional,existing re-encoded media,Patiosconcrete; visible purpose: Site assessment for shed and garage slabs,landscape,637:425,1274x850,JPEG,patiosconcrete-55.jpg,Patiosconcrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,55,patiosconcrete-55.jpg,retain current generic placement,none,no,page_id=1367; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0146,Wave 1,concrete-crossovers-and-laybacks-south-west-sydney,service,74b5f96b,17d9b581 — Untitled Elementor section,OPTIONAL-REMOVE,optional,existing re-encoded media,CoreX Concreters Camden logo; visible purpose: Untitled Elementor section,landscape,409:223,1227x669,PNG,,Describe only the visible subject; empty alt if purely decorative,no,D24 and C2PA/AI provenance finding,no,272,cropped-chatgpt-image-jul-6-2026-01-52-19-pm-camden-272.png,keep the prohibited asset and every direct slot removed; do not replace,none,no,page_id=1368; widget_type=image; setting=image; decorative; permission=asset excluded from public payload; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0147,Wave 1,commercial-concreting-south-west-sydney,service,ae41c11,8dd3b78 — What commercial concreting covers in South West Sydney,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Coloured residential concrete patio; visible purpose: What commercial concreting covers in South West Sydney,square,1:1,1176x1176,PNG,coloured-concrete-patio-924.png,Coloured concrete patio beside a home,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,924,coloured-concrete-south-west-sydney-924.png,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1369; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0148,Wave 1,commercial-concreting-south-west-sydney,service,2fc74005,30b47498 — Ground support for commercial concreting,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Stencilled or patterned concrete driveway; visible purpose: Ground support for commercial concreting,landscape,4:3,588x441,WebP,stencilled-concrete-driveway-925.webp,Stencilled concrete driveway with a block pattern,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,925,stencil-concrete-south-west-sydney-925.webp,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1369; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0149,Wave 1,commercial-concreting-south-west-sydney,service,641391f1,983c5b3 — Reinforcement for commercial concreting,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Stamped concrete driveway; visible purpose: Reinforcement for commercial concreting,square,1:1,543x543,JPEG,stamped-concrete-driveway-926.jpg,Stamped concrete driveway beside a brick home,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,926,stamped-concrete-south-west-sydney-926.jpg,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1369; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0150,Wave 1,commercial-concreting-south-west-sydney,service,4a3b804f,7874f636 — Finished levels for commercial concreting,EXISTING-APPROVED,optional,existing re-encoded media,Honed and polished concrete; visible purpose: Finished levels for commercial concreting,portrait,209:251,836x1004,WebP,honed-and-polished-concrete-927.webp,Honed and polished concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,927,honed-and-polished-concrete-927.webp,retain current generic placement,none,no,page_id=1369; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0151,Wave 1,commercial-concreting-south-west-sydney,service,50151b3b,5bb41fd3 — Council requirements for commercial concreting,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Identifiable Melbourne CBD skyline and hot-air balloon; visible purpose: Council requirements for commercial concreting,landscape,4:3,888x666,PNG,,remove with slot if UNUSABLE; no local alt is permitted without provenance,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",no — recommended UNUSABLE,956,south-west-sydney-growth-corridor-956.png,owner records verdict; audit recommends UNUSABLE; transformer then regenerates derivative,record explicit UNUSABLE (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1369; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert the South West Sydney growth corridor.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0152,Wave 1,commercial-concreting-south-west-sydney,service,899b5bf,3a44da3 — Cost inputs for commercial concreting,OPTIONAL-REMOVE,optional,existing re-encoded media,Wianamatta shale clay camden in the context of Commercial Concreting South West Sydney; visible purpose: Cost inputs for commercial concreting,landscape,627:470,627x470,JPEG,,Describe only the visible subject; empty alt if purely decorative,no,D19 removes the Tarneit soil photograph and retains its containing sections,no,1020,wianamatta-shale-clay-camden-1020.jpg,keep the prohibited asset and every direct slot removed; do not replace,none,no,page_id=1369; widget_type=image; setting=image; decorative; permission=asset excluded from public payload; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=absent
IMG-0153,Wave 1,commercial-concreting-south-west-sydney,service,18063b5,7feb0ca — Questions about commercial concreting,EXISTING-APPROVED,optional,existing re-encoded media,Aerial view of a waterway beside a residential area; visible purpose: Questions about commercial concreting,landscape,4:3,784x588,JPEG,aerial-waterway-residential-area-1056.jpg,Aerial view of a waterway beside a residential area,no,D18/D20: Victorian Davis Creek cannot be named as South Creek,yes — decorative/non-evidential only,1056,aerial-waterway-residential-area-1056.jpg,retain current generic placement,none,no,page_id=1369; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0154,Wave 1,commercial-concreting-south-west-sydney,service,aab2150,43f7482 — What commercial concreting covers in South West Sydney,EXISTING-APPROVED,optional,existing re-encoded media,Concrete slabs; visible purpose: What commercial concreting covers in South West Sydney,square,1:1,543x543,JPEG,concrete-slabs-1065.jpg,Concrete slabs,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1065,concrete-slabs-1065.jpg,retain current generic placement,none,no,page_id=1369; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0155,Wave 1,commercial-concreting-south-west-sydney,service,8aac8e0,47eb6dc — Site assessment for commercial concreting,EXISTING-APPROVED,optional,existing re-encoded media,Pouring a concrete slab; visible purpose: Site assessment for commercial concreting,landscape,3:2,627x418,JPEG,pouring-a-concrete-slab-1066.jpg,Pouring a concrete slab,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,1066,pouring-a-concrete-slab-1066.jpg,retain current generic placement,none,no,page_id=1369; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0156,Wave 1,concreters-gledswood-hills,suburb,7c2526d7,7c2526d7 — Concreters Gledswood Hills,EXISTING-APPROVED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Gledswood Hills,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,retain current generic placement,none,no,page_id=1370; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0157,Wave 1,concreters-gledswood-hills,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Timber bench or deck; no concrete subject; visible purpose: Concrete Driveways,landscape,1254:941,1254x941,WebP,,remove with slot if UNUSABLE; no local alt is permitted without provenance,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",no — recommended UNUSABLE,481,oran-park2-481.webp,owner records verdict; audit recommends UNUSABLE; transformer then regenerates derivative,record explicit UNUSABLE (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,"page_id=1370; widget_type=image-box; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename asserts Oran Park, NSW.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0158,Wave 1,concreters-gledswood-hills,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Timber deck framing and bare ground; no concrete subject; visible purpose: Concrete Slabs,portrait,3:4,750x1000,WebP,,remove with slot if UNUSABLE; no local alt is permitted without provenance,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",no — recommended UNUSABLE,482,oran-park3-482.webp,owner records verdict; audit recommends UNUSABLE; transformer then regenerates derivative,record explicit UNUSABLE (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,"page_id=1370; widget_type=image-box; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename asserts Oran Park, NSW.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent"
IMG-0159,Wave 1,concreters-gledswood-hills,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,EXISTING-APPROVED,optional,existing re-encoded media,Exposed aggregate driveway leading to a home; visible purpose: Exposed Aggregate,landscape,1419:1064,1419x1064,JPEG,exposed-aggregate-residential-driveway-609.jpg,Exposed aggregate driveway leading to a home,no,D24/D20: reverse Adelaide to South West Sydney naming substitution,yes — decorative/non-evidential only,609,exposed-aggregate-residential-driveway-609.jpg,retain current generic placement,none,no,page_id=1370; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0160,Wave 1,concreters-gledswood-hills,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Excavated residential area; visible purpose: Patios & Alfresco,landscape,723:376,723x376,JPEG,residential-site-excavation-906.jpg,Excavated residential area prepared for concrete work,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,906,driveway-excavation-camden-906.jpg,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1370; widget_type=image-box; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert the excavation is in Camden.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0161,Wave 1,concreters-gledswood-hills,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Identifiable Werribee heritage mansion and gardens; no concrete subject; visible purpose: Paths & Pathways,landscape,101:76,505x380,JPEG,,remove with slot if UNUSABLE; no local alt is permitted without provenance,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",no — recommended UNUSABLE,907,camden-town-centre-907.jpg,owner records verdict; audit recommends UNUSABLE; transformer then regenerates derivative,record explicit UNUSABLE (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1370; widget_type=image-box; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert this is Camden town centre.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0162,Wave 1,concreters-gledswood-hills,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Excavated residential area; visible purpose: Coloured & Decorative,landscape,723:376,723x376,JPEG,residential-site-excavation-906.jpg,Excavated residential area prepared for concrete work,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,906,driveway-excavation-camden-906.jpg,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1370; widget_type=image-box; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert the excavation is in Camden.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0163,Wave 1,concreters-gledswood-hills,suburb,af8ef50,40d980a — Ground conditions in Gledswood Hills,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Aerial view of a developing housing estate; visible purpose: Ground conditions in Gledswood Hills,landscape,523:367,523x367,JPEG,aerial-new-housing-estate-908.jpg,Aerial view of a developing suburban housing estate,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,908,oran-park-growth-estate-908.jpg,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1370; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert an Oran Park growth estate.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0164,Wave 1,concreters-gledswood-hills,suburb,2eb88ab,77cc745 — Preparing a pour in Gledswood Hills,EXISTING-APPROVED,optional,existing re-encoded media,Control joints and cracks; visible purpose: Preparing a pour in Gledswood Hills,landscape,627:469,627x469,JPEG,control-joints-and-cracks-909.jpg,Control joints and cracks,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,909,control-joints-and-cracks-909.jpg,retain current generic placement,none,no,page_id=1370; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0165,Wave 1,concreters-gledswood-hills,suburb,0ca264b,8d1059a — Levels and water movement in Gledswood Hills,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Coloured residential concrete patio; visible purpose: Levels and water movement in Gledswood Hills,square,1:1,1176x1176,PNG,coloured-concrete-patio-924.png,Coloured concrete patio beside a home,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,924,coloured-concrete-south-west-sydney-924.png,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1370; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0166,Wave 1,concreters-gledswood-hills,suburb,7bcc8c0,a599284 — Driveway approvals for Gledswood Hills,BLOCKED-PENDING-VERDICT,optional,existing re-encoded media,Stencilled or patterned concrete driveway; visible purpose: Driveway approvals for Gledswood Hills,landscape,4:3,588x441,WebP,stencilled-concrete-driveway-925.webp,Stencilled concrete driveway with a block pattern,no,"No Camden/NSW provenance in repository; original Victorian filename is provenance of source, not NSW provenance",yes only if owner records GENERIC,925,stencil-concrete-south-west-sydney-925.webp,owner records verdict; audit recommends GENERIC; transformer then regenerates derivative,record explicit GENERIC (or another supported verdict) in worksheet; OK additionally needs documentary provenance,yes — Band A public-media gate,page_id=1370; widget_type=image; setting=image; geographic-claim-bearing in source; decorative only if owner selects GENERIC; permission=HOLD; absent from derivative and public media; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0167,Wave 1,concreters-gledswood-hills,suburb,0424a72,36efc778 — Untitled Elementor section,OPTIONAL-REMOVE,optional,existing re-encoded media,Stamped concrete driveway; visible purpose: Untitled Elementor section,square,1:1,543x543,JPEG,stamped-concrete-driveway-926.jpg,Stamped concrete driveway beside a brick home,no,D32: no Camden projects; remove evidential module,no in this evidential placement,926,stamped-concrete-south-west-sydney-926.jpg,keep the D32 section removed; do not source a substitute,none,no,page_id=1370; widget_type=image; setting=image; evidential local-project/gallery module; permission=slot removed from derivative; source_geographic_claim=Filename and alt assert South West Sydney.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0168,Wave 1,concreters-gledswood-hills,suburb,4195f9b,36efc778 — Untitled Elementor section,OPTIONAL-REMOVE,optional,existing re-encoded media,Honed and polished concrete; visible purpose: Untitled Elementor section,portrait,209:251,836x1004,WebP,honed-and-polished-concrete-927.webp,Honed and polished concrete,no,D32: no Camden projects; remove evidential module,no in this evidential placement,927,honed-and-polished-concrete-camden-927.webp,keep the D32 section removed; do not source a substitute,none,no,page_id=1370; widget_type=image; setting=image; evidential local-project/gallery module; permission=slot removed from derivative; source_geographic_claim=none in permitted derivative; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0169,Wave 1,concreters-gledswood-hills,suburb,e5f56c0,36efc778 — Untitled Elementor section,OPTIONAL-REMOVE,optional,existing re-encoded media,Identifiable Melbourne CBD skyline and hot-air balloon; visible purpose: Untitled Elementor section,landscape,4:3,888x666,PNG,,Describe only the visible subject; empty alt if purely decorative,no,D32: no Camden projects; remove evidential module,no in this evidential placement,956,south-west-sydney-growth-corridor-956.png,keep the D32 section removed; do not source a substitute,none,no,page_id=1370; widget_type=image; setting=image; evidential local-project/gallery module; permission=slot removed from derivative; source_geographic_claim=Filename and alt assert the South West Sydney growth corridor.; project_claim=yes; can be removed without loss of page meaning; derivative_slot=absent
IMG-0170,Wave 3 pending research,concreters-catherine-field,suburb,7c2526d7,7c2526d7 — Concreters Catherine Field,DEFERRED,optional,existing re-encoded media,Exposed aggregate concrete; visible purpose: Concreters Catherine Field,square,1:1,2007x2007,JPEG,exposed-aggregate-concrete-50.jpg,Exposed aggregate concrete,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,50,exposed-aggregate-concrete-50.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=container; setting=background_image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0171,Wave 3 pending research,concreters-catherine-field,suburb,a86c195,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Concrete project detail; visible purpose: Concrete Driveways,landscape,1411:1098,1411x1098,JPEG,concrete-project-detail-17.jpg,Concrete project detail,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,17,concrete-project-detail-17.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0172,Wave 3 pending research,concreters-catherine-field,suburb,516941f,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Concrete project detail; visible purpose: Concrete Slabs,landscape,1411:941,1411x941,JPEG,concrete-project-detail-18.jpg,Concrete project detail,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,18,concrete-project-detail-18.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0173,Wave 3 pending research,concreters-catherine-field,suburb,f36a8f3,9e36728 — Concrete Driveways / Concrete Slabs / Exposed Aggregate,DEFERRED,optional,existing re-encoded media,Concrete project detail; visible purpose: Exposed Aggregate,landscape,1411:941,1411x941,JPEG,concrete-project-detail-19.jpg,Concrete project detail,no,D24/D20 naming-convention reversal,yes — decorative/non-evidential only,19,concrete-project-detail-19.jpg,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0174,Wave 3 pending research,concreters-catherine-field,suburb,af91c52,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Exposed aggregate paths leading to a home's front entry; visible purpose: Patios & Alfresco,landscape,82:61,820x610,WebP,exposed-aggregate-front-paths-46.webp,Exposed aggregate paths leading to a home's front entry,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,46,exposed-aggregate-front-paths-46.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0175,Wave 3 pending research,concreters-catherine-field,suburb,e6c2ed7,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Freshly poured concrete slab beside a two-storey home; visible purpose: Paths & Pathways,landscape,1103:812,1103x812,WebP,fresh-concrete-backyard-slab-47.webp,Freshly poured concrete slab beside a two-storey home,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,47,fresh-concrete-backyard-slab-47.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0176,Wave 3 pending research,concreters-catherine-field,suburb,d06ebf3,98fbeea — Patios & Alfresco / Paths & Pathways / Coloured & Decorative,DEFERRED,optional,existing re-encoded media,Exposed aggregate paths leading to a home's front entry; visible purpose: Coloured & Decorative,landscape,82:61,820x610,WebP,exposed-aggregate-front-paths-46.webp,Exposed aggregate paths leading to a home's front entry,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,46,exposed-aggregate-front-paths-46.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image-box; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0177,Wave 3 pending research,concreters-catherine-field,suburb,af8ef50,40d980a — Ground conditions in Catherine Field,DEFERRED,optional,existing re-encoded media,Exposed aggregate driveway leading to a carport; visible purpose: Ground conditions in Catherine Field,landscape,1333:751,1333x751,WebP,exposed-aggregate-residential-driveway-48.webp,Exposed aggregate driveway leading to a carport,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,48,exposed-aggregate-residential-driveway-48.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
IMG-0178,Wave 3 pending research,concreters-catherine-field,suburb,2eb88ab,77cc745 — Preparing a pour in Catherine Field,DEFERRED,optional,existing re-encoded media,Freshly poured concrete beside a swimming pool; visible purpose: Preparing a pour in Catherine Field,landscape,1333:750,1333x750,WebP,fresh-concrete-pool-surround-49.webp,Freshly poured concrete beside a swimming pool,no,owner-recorded Band B verdict; build/45-media-remediation.csv,yes — decorative/non-evidential only,49,fresh-concrete-pool-surround-49.webp,defer with page; before future release apply the recorded underlying media disposition; underlying: permitted generic decoration,none,no — page is outside the smallest launch,page_id=1371; widget_type=image; setting=image; decorative; permission=pipeline-permitted in derivative; source_geographic_claim=none in permitted derivative; project_claim=no; can be removed without loss of page meaning; derivative_slot=present
